id,text,category_id,priority,status,created_at,author_id,assigned_to
17030,в пизду порно,15,5,new,2026-05-24 12:00:00,1,
17031,блядство,15,5,new,2026-05-24 12:00:00,1,
17032,охуеть!,15,5,new,2026-05-24 12:00:00,1,
17033,охуевший...,15,5,new,2026-05-24 12:00:00,1,
17034,сука блядь бля,15,5,new,2026-05-24 12:00:00,1,
17035,хуйня нахуй,15,5,new,2026-05-24 12:00:00,1,
17036,заебали сука,15,5,new,2026-05-24 12:00:00,1,
17037,ебашить пиздец,15,5,new,2026-05-24 12:00:00,1,
17038,приебался гондон,15,5,new,2026-05-24 12:00:00,1,
17039,блять твари,15,5,new,2026-05-24 12:00:00,1,
17040,отьебись ебать,15,5,new,2026-05-24 12:00:00,1,
17041,хуета ублюдки,15,5,new,2026-05-24 12:00:00,1,
17042,пидрила мразь,15,5,new,2026-05-24 12:00:00,1,
17043,гандон ебаный,15,5,new,2026-05-24 12:00:00,1,
17044,ебанько блять,15,5,new,2026-05-24 12:00:00,1,
17045,курва шпиливили,15,5,new,2026-05-24 12:00:00,1,
17046,похуй порно,15,5,new,2026-05-24 12:00:00,1,
17047,нахуя,15,5,new,2026-05-24 12:00:00,1,
17048,заебись!,15,5,new,2026-05-24 12:00:00,1,
17049,отъебитесь...,15,5,new,2026-05-24 12:00:00,1,
17050,даун бля,15,5,new,2026-05-24 12:00:00,1,
17051,дебил нахуй,15,5,new,2026-05-24 12:00:00,1,
17052,урод сука,15,5,new,2026-05-24 12:00:00,1,
17053,тварь пиздец,15,5,new,2026-05-24 12:00:00,1,
17054,мразь гондон,15,5,new,2026-05-24 12:00:00,1,
17055,шлюха твари,15,5,new,2026-05-24 12:00:00,1,
17056,тварь ебаная ебать,15,5,new,2026-05-24 12:00:00,1,
17057,козел ублюдки,15,5,new,2026-05-24 12:00:00,1,
17058,баран мразь,15,5,new,2026-05-24 12:00:00,1,
17059,лох ебаный,15,5,new,2026-05-24 12:00:00,1,
17060,чмо блять,15,5,new,2026-05-24 12:00:00,1,
17061,ушлепок шпиливили,15,5,new,2026-05-24 12:00:00,1,
17062,выродок порно,15,5,new,2026-05-24 12:00:00,1,
17063,дегенерат,15,5,new,2026-05-24 12:00:00,1,
17064,придурок!,15,5,new,2026-05-24 12:00:00,1,
17065,тупой...,15,5,new,2026-05-24 12:00:00,1,
17066,скотина бля,15,5,new,2026-05-24 12:00:00,1,
17067,сволочь нахуй,15,5,new,2026-05-24 12:00:00,1,
17068,ублюдок сука,15,5,new,2026-05-24 12:00:00,1,
17069,уебок пиздец,15,5,new,2026-05-24 12:00:00,1,
17070,говноед гондон,15,5,new,2026-05-24 12:00:00,1,
17071,сукин сын твари,15,5,new,2026-05-24 12:00:00,1,
17072,сука конченая ебать,15,5,new,2026-05-24 12:00:00,1,
17073,гнида ублюдки,15,5,new,2026-05-24 12:00:00,1,
17074,мразь ебаная мразь,15,5,new,2026-05-24 12:00:00,1,
17075,гондон ебаный ебаный,15,5,new,2026-05-24 12:00:00,1,
17076,пидорас конченый блять,15,5,new,2026-05-24 12:00:00,1,
17077,дебилы конченые шпиливили,15,5,new,2026-05-24 12:00:00,1,
17078,дура порно,15,5,new,2026-05-24 12:00:00,1,
17079,идиот,15,5,new,2026-05-24 12:00:00,1,
17080,кретин!,15,5,new,2026-05-24 12:00:00,1,
17081,тупая пизда...,15,5,new,2026-05-24 12:00:00,1,
17082,чмошник бля,15,5,new,2026-05-24 12:00:00,1,
17083,уебаны нахуй,15,5,new,2026-05-24 12:00:00,1,
17084,мразота сука,15,5,new,2026-05-24 12:00:00,1,
17085,лошара пиздец,15,5,new,2026-05-24 12:00:00,1,
17086,лошье гондон,15,5,new,2026-05-24 12:00:00,1,
17087,уебищный твари,15,5,new,2026-05-24 12:00:00,1,
17088,выблядок ебать,15,5,new,2026-05-24 12:00:00,1,
17089,гнида черножопая ублюдки,15,5,new,2026-05-24 12:00:00,1,
17090,шпиливили мразь,15,5,new,2026-05-24 12:00:00,1,
17091,шпили-вили ебаный,15,5,new,2026-05-24 12:00:00,1,
17092,секс блять,15,5,new,2026-05-24 12:00:00,1,
17093,порно шпиливили,15,5,new,2026-05-24 12:00:00,1,
17094,порево порно,15,5,new,2026-05-24 12:00:00,1,
17095,трахать,15,5,new,2026-05-24 12:00:00,1,
17096,вытрахать!,15,5,new,2026-05-24 12:00:00,1,
17097,перепихон...,15,5,new,2026-05-24 12:00:00,1,
17098,перепихнуться бля,15,5,new,2026-05-24 12:00:00,1,
17099,сосать нахуй,15,5,new,2026-05-24 12:00:00,1,
17100,минет сука,15,5,new,2026-05-24 12:00:00,1,
17101,куни пиздец,15,5,new,2026-05-24 12:00:00,1,
17102,групповуха гондон,15,5,new,2026-05-24 12:00:00,1,
17103,интим твари,15,5,new,2026-05-24 12:00:00,1,
17104,prostitute ебать,15,5,new,2026-05-24 12:00:00,1,
17105,педофилия ублюдки,15,5,new,2026-05-24 12:00:00,1,
17106,зоофилия мразь,15,5,new,2026-05-24 12:00:00,1,
17107,насиловать ебаный,15,5,new,2026-05-24 12:00:00,1,
17108,член блять,15,5,new,2026-05-24 12:00:00,1,
17109,сиськи шпиливили,15,5,new,2026-05-24 12:00:00,1,
17110,сиська порно,15,5,new,2026-05-24 12:00:00,1,
17111,дрочить,15,5,new,2026-05-24 12:00:00,1,
17112,кончить!,15,5,new,2026-05-24 12:00:00,1,
17113,минет...,15,5,new,2026-05-24 12:00:00,1,
17114,сосать хуй бля,15,5,new,2026-05-24 12:00:00,1,
17115,мефедрон нахуй,15,5,new,2026-05-24 12:00:00,1,
17116,кокаин сука,15,5,new,2026-05-24 12:00:00,1,
17117,героин пиздец,15,5,new,2026-05-24 12:00:00,1,
17118,амфетамин гондон,15,5,new,2026-05-24 12:00:00,1,
17119,гашиш твари,15,5,new,2026-05-24 12:00:00,1,
17120,марихуана ебать,15,5,new,2026-05-24 12:00:00,1,
17121,шишки ублюдки,15,5,new,2026-05-24 12:00:00,1,
17122,фен мразь,15,5,new,2026-05-24 12:00:00,1,
17123,спиды ебаный,15,5,new,2026-05-24 12:00:00,1,
17124,экстази блять,15,5,new,2026-05-24 12:00:00,1,
17125,мдма шпиливили,15,5,new,2026-05-24 12:00:00,1,
17126,соли порно,15,5,new,2026-05-24 12:00:00,1,
17127,спайс,15,5,new,2026-05-24 12:00:00,1,
17128,меф!,15,5,new,2026-05-24 12:00:00,1,
17129,кокс...,15,5,new,2026-05-24 12:00:00,1,
17130,хмурый бля,15,5,new,2026-05-24 12:00:00,1,
17131,герыч нахуй,15,5,new,2026-05-24 12:00:00,1,
17132,травка сука,15,5,new,2026-05-24 12:00:00,1,
17133,лсд пиздец,15,5,new,2026-05-24 12:00:00,1,
17134,грибы гондон,15,5,new,2026-05-24 12:00:00,1,
17135,трамадол твари,15,5,new,2026-05-24 12:00:00,1,
17136,лирика ебать,15,5,new,2026-05-24 12:00:00,1,
17137,бутират ублюдки,15,5,new,2026-05-24 12:00:00,1,
17138,метадон мразь,15,5,new,2026-05-24 12:00:00,1,
17139,а-пвп ебаный,15,5,new,2026-05-24 12:00:00,1,
17140,score блять,15,5,new,2026-05-24 12:00:00,1,
17141,бошки шпиливили,15,5,new,2026-05-24 12:00:00,1,
17142,plan порно,15,5,new,2026-05-24 12:00:00,1,
17143,дурь,15,5,new,2026-05-24 12:00:00,1,
17144,анаша!,15,5,new,2026-05-24 12:00:00,1,
17145,шмаль...,15,5,new,2026-05-24 12:00:00,1,
17146,ганджубас бля,15,5,new,2026-05-24 12:00:00,1,
17147,конопля нахуй,15,5,new,2026-05-24 12:00:00,1,
17148,амф сука,15,5,new,2026-05-24 12:00:00,1,
17149,колеса пиздец,15,5,new,2026-05-24 12:00:00,1,
17150,кислота гондон,15,5,new,2026-05-24 12:00:00,1,
17151,спайсуха твари,15,5,new,2026-05-24 12:00:00,1,
17152,мефодий ебать,15,5,new,2026-05-24 12:00:00,1,
17153,соль ублюдки,15,5,new,2026-05-24 12:00:00,1,
17154,закладка мразь,15,5,new,2026-05-24 12:00:00,1,
17155,наркота ебаный,15,5,new,2026-05-24 12:00:00,1,
17156,наркотики блять,15,5,new,2026-05-24 12:00:00,1,
17157,вещества шпиливили,15,5,new,2026-05-24 12:00:00,1,
17158,торчок порно,15,5,new,2026-05-24 12:00:00,1,
17159,солевой,15,5,new,2026-05-24 12:00:00,1,
17160,шишка!,15,5,new,2026-05-24 12:00:00,1,
17161,гаш...,15,5,new,2026-05-24 12:00:00,1,
17162,война бля,15,5,new,2026-05-24 12:00:00,1,
17163,СВО нахуй,15,5,new,2026-05-24 12:00:00,1,
17164,спецоперация сука,15,5,new,2026-05-24 12:00:00,1,
17165,убийство пиздец,15,5,new,2026-05-24 12:00:00,1,
17166,убить гондон,15,5,new,2026-05-24 12:00:00,1,
17167,зарезать твари,15,5,new,2026-05-24 12:00:00,1,
17168,пристрелить ебать,15,5,new,2026-05-24 12:00:00,1,
17169,оружие ублюдки,15,5,new,2026-05-24 12:00:00,1,
17170,пистолет мразь,15,5,new,2026-05-24 12:00:00,1,
17171,автомат ебаный,15,5,new,2026-05-24 12:00:00,1,
17172,нож блять,15,5,new,2026-05-24 12:00:00,1,
17173,граната шпиливили,15,5,new,2026-05-24 12:00:00,1,
17174,расстрел порно,15,5,new,2026-05-24 12:00:00,1,
17175,смерть,15,5,new,2026-05-24 12:00:00,1,
17176,жид!,15,5,new,2026-05-24 12:00:00,1,
17177,чурка...,15,5,new,2026-05-24 12:00:00,1,
17178,хач бля,15,5,new,2026-05-24 12:00:00,1,
17179,ниггер нахуй,15,5,new,2026-05-24 12:00:00,1,
17180,хохол сука,15,5,new,2026-05-24 12:00:00,1,
17181,москаль пиздец,15,5,new,2026-05-24 12:00:00,1,
17182,фашист гондон,15,5,new,2026-05-24 12:00:00,1,
17183,нацист твари,15,5,new,2026-05-24 12:00:00,1,
17184,антисемитизм ебать,15,5,new,2026-05-24 12:00:00,1,
17185,фашизм ублюдки,15,5,new,2026-05-24 12:00:00,1,
17186,терроризм мразь,15,5,new,2026-05-24 12:00:00,1,
17187,бомба ебаный,15,5,new,2026-05-24 12:00:00,1,
17188,взрыв блять,15,5,new,2026-05-24 12:00:00,1,
17189,теракт шпиливили,15,5,new,2026-05-24 12:00:00,1,
17190,убить путина порно,15,5,new,2026-05-24 12:00:00,1,
17191,свободу украине,15,5,new,2026-05-24 12:00:00,1,
17192,слава украине!,15,5,new,2026-05-24 12:00:00,1,
17193,путин вор...,15,5,new,2026-05-24 12:00:00,1,
17194,мобилизация бля,15,5,new,2026-05-24 12:00:00,1,
17195,зеленский нахуй,15,5,new,2026-05-24 12:00:00,1,
17196,оккупация сука,15,5,new,2026-05-24 12:00:00,1,
17197,расизм пиздец,15,5,new,2026-05-24 12:00:00,1,
17198,негры гондон,15,5,new,2026-05-24 12:00:00,1,
17199,гитлер твари,15,5,new,2026-05-24 12:00:00,1,
17200,взорвать завод ебать,15,5,new,2026-05-24 12:00:00,1,
17201,иран ублюдки,15,5,new,2026-05-24 12:00:00,1,
17202,дед мразь,15,5,new,2026-05-24 12:00:00,1,
17203,дедов ебаный,15,5,new,2026-05-24 12:00:00,1,
17204,переебало блять,15,5,new,2026-05-24 12:00:00,1,
17205,переебало в иране шпиливили,15,5,new,2026-05-24 12:00:00,1,
17206,сдохни мразь порно,15,5,new,2026-05-24 12:00:00,1,
17207,смерть близким,15,5,new,2026-05-24 12:00:00,1,
17208,сирия!,15,5,new,2026-05-24 12:00:00,1,
17209,ирак...,15,5,new,2026-05-24 12:00:00,1,
17210,ядерный удар бля,15,5,new,2026-05-24 12:00:00,1,
17211,мировая война нахуй,15,5,new,2026-05-24 12:00:00,1,
17212,геноцид сука,15,5,new,2026-05-24 12:00:00,1,
17213,пытки пиздец,15,5,new,2026-05-24 12:00:00,1,
17214,террорист гондон,15,5,new,2026-05-24 12:00:00,1,
17215,джихад твари,15,5,new,2026-05-24 12:00:00,1,
17216,холокост ебать,15,5,new,2026-05-24 12:00:00,1,
17217,zaebal etot ebaniy printer suka ублюдки,15,5,new,2026-05-24 12:00:00,1,
17218,pochinite uzhe etu huynyu v tualete blyad мразь,15,5,new,2026-05-24 12:00:00,1,
17219,pochemu v buhgalterii rabotayut odni tupiie debili ебаный,15,5,new,2026-05-24 12:00:00,1,
17220,kto-to rassipal sol v servernoy pipec mudaki блять,15,5,new,2026-05-24 12:00:00,1,
17221,gde tut mozhno kupit mefedron ili fen шпиливили,15,5,new,2026-05-24 12:00:00,1,
17222,nash master smeni prosto koncheniy gondon i tvar порно,15,5,new,2026-05-24 12:00:00,1,
